"IDENTIFICADOR_NOTA_FISCAL";"DATA_EMISSAO";"OPERACAO_FISCAL";"TIPO_TRANSACAO";"CODIGO_PEDIDO_MULTICANAL";"CODIGO_FILIAL";"TRANSACAO_CLIENTE";"CODIGO_NOTA_FISCAL_ORIGEM";"FORMA_PAGAMENTO";"VALOR_NOTA_FISCAL";"NUMERO_NOTA_FISCAL";"DATA_ATUALIZACAO";"LOJA_24H";"ESTADO";"ENDERECO";"BAIRRO";"CIDADE";"CEP"
487073697;"23/01/2011";1;;;83;2;;1;19.38;22137;"23/01/2011";1;SP;AVENIDA KENNEDY;JD MAR;SÃO BERNARDO DO CAMPO;"09726251"
487073698;"23/01/2011";1;;;251;2;;1;7.42;104643;"23/01/2011";1;SP;AVENIDA REBOUÇAS;CENTRO;SUMARÉ;"13170023"
487073700;"23/01/2011";1;;;217;2;;4;67.02;182349;"23/01/2011";0;SP;AVENIDA RUI BARBOSA;CENTRO;ITANHAÉM;"11740000"
487073701;"23/01/2011";1;;;287;2;;1;8.66;54656;"23/01/2011";1;SP;AVENIDA TAMOIOS;CENTRO;TUPÃ;"17600005"
487073702;"23/01/2011";1;;;216;2;;1;127.26;72481;"23/01/2011";1;RJ;DAS AMERICAS;B TIJUCA;RIO DE JANEIRO;"22631000"
487073706;"23/01/2011";1;;;95;2;;5;49.36;202624;"23/01/2011";0;RJ;AV MIN VIVEIRO DE CASTRO;COPACABANA;RIO DE JANEIRO;"22021010"
487073709;"23/01/2011";1;;;147;2;;6;88.81;251535;"16/02/2011";1;SP;CARMELA DUTRA;JD ESPLANADA;MOGI DAS CRUZES;"08780350"
487073710;"23/01/2011";1;;;253;2;;4;93.13;81577;"23/01/2011";1;SP;QUINZE DE NOVEMBRO;CENTRO;LINS;"16400035"
487073714;"23/01/2011";1;;;103;2;;3;111.01;15236;"23/01/2011";1;RJ;AVENIDA DAS AMÉRICAS;B TIJUCA;RIO DE JANEIRO;"22793081"
487073716;"23/01/2011";1;;;191;2;;1;8.74;154785;"23/01/2011";0;RJ;RUA BARÃO DE MESQUITA;GRAJAÚ;RIO DE JANEIRO;"20540004"
487073718;"23/01/2011";1;;;139;2;;1;39.54;86530;"23/01/2011";0;PR;BUENOS AIRES;BATEL;CURITIBA;"80250070"
487073720;"23/01/2011";1;;;40;2;;5;99.89;97630;"23/01/2011";0;SP;R. MAJOR CLAUDIANO;CENTRO;FRANCA;"14400690"
487073722;"23/01/2011";1;;;146;2;;5;16.08;112600;"23/01/2011";0;MG;RUA KEPLER;STA LÚCIA;BELO HORIZONTE;"30360240"
487073724;"23/01/2011";1;;;229;2;;1;8.14;91312;"23/01/2011";1;PR;AVENIDA NOSSA SENHORA DE LOURDES;JD AMÉRICAS;CURITIBA;"81530020"
487073726;"23/01/2011";1;;;292;2;;4;20.5;32785;"23/01/2011";0;SP;MOREIRA CESAR;CENTRO;SOROCABA;"18010010"
487073727;"23/01/2011";1;;;95;2;;1;11.65;6616;"23/01/2011";0;RJ;AV MIN VIVEIRO DE CASTRO;COPACABANA;RIO DE JANEIRO;"22021010"
487073729;"23/01/2011";1;;;93;2;;1;15.4;115123;"23/01/2011";1;SP;DOUTOR ADHEMAR DE BARROS;JD S DIMAS;SÃO JOSÉ DOS CAMPOS;"12245011"
487073731;"23/01/2011";1;;;340;2;;5;11.28;4826;"23/01/2011";1;SP;ENGENHEIRO CAETANO ALVARES;IMIRIM;SÃO PAULO;"02413000"
487073733;"23/01/2011";1;;;176;2;;4;81.23;76332;"23/01/2011";1;SP;DOM PEDRO I;ENSEADA;GUARUJÁ;"11440001"
487073736;"23/01/2011";1;;;44;2;;5;96.06;214717;"23/01/2011";1;SP;AV. MOEMA;MOEMA;SÃO PAULO;"04077021"
487073737;"23/01/2011";1;;;31;2;;4;93.48;165520;"23/01/2011";1;SP;R DR TRAJANO DE B CAMARGO;CENTRO;LIMEIRA;"13480202"
487073738;"23/01/2011";1;;;149;2;;4;16.74;6045;"23/01/2011";1;SP;RUA INÁCIO PEREIRA DA ROCHA;PINHEIROS;SÃO PAULO;"05432010"
487073739;"23/01/2011";1;;;154;2;;1;49.2;77107;"23/01/2011";0;SP;CONSELHEIRO RODRIGUES ALVES;VL MARIANA;SÃO PAULO;"04014012"
487073742;"23/01/2011";1;;;95;2;;1;5.94;6617;"23/01/2011";0;RJ;AV MIN VIVEIRO DE CASTRO;COPACABANA;RIO DE JANEIRO;"22021010"
487073745;"23/01/2011";1;;;103;2;;4;16.14;144947;"23/01/2011";1;RJ;AVENIDA DAS AMÉRICAS;B TIJUCA;RIO DE JANEIRO;"22793081"
487073746;"23/01/2011";1;;;77;2;;5;53.51;96626;"23/01/2011";1;SP;RUA JOSÉ MARIA LISBOA;JD PAULISTA;SÃO PAULO;"01423001"
487073747;"23/01/2011";1;;;340;2;;1;15.02;4827;"23/01/2011";1;SP;ENGENHEIRO CAETANO ALVARES;IMIRIM;SÃO PAULO;"02413000"
487073750;"23/01/2011";1;;;179;2;;3;34.82;48673;"23/01/2011";0;SP;FRANCISCO BARRETO;CENTRO;BARRETOS;"14780059"
487073755;"23/01/2011";1;;;202;2;;6;30.96;106639;"21/02/2011";0;SP;AVENIDA ANDRÔMEDA;JD SATÉLITE;SÃO JOSÉ DOS CAMPOS;"12230001"
487073756;"23/01/2011";1;;;340;2;;4;21.88;4828;"23/01/2011";1;SP;ENGENHEIRO CAETANO ALVARES;IMIRIM;SÃO PAULO;"02413000"
487073757;"23/01/2011";1;;;72;2;;4;45.08;11616;"23/01/2011";0;SP;PRINCESA D'OESTE;JD PARAISO;CAMPINAS;"13100040"
487073761;"23/01/2011";1;;;44;2;;4;18.43;53199;"23/01/2011";1;SP;AV. MOEMA;MOEMA;SÃO PAULO;"04077021"
487073763;"23/01/2011";1;;;42;2;;4;18.06;162856;"23/01/2011";1;SP;RUA AFONSO BRAZ;VL N CONCEIÇÃO;SÃO PAULO;"04511001"
487073768;"23/01/2011";1;;9682007;705;2;;4;20.6;15506;"23/01/2011";0;SP;JOAQUIM NABUCO;BROOKLIN;SÃO PAULO;"04621001"
487073770;"23/01/2011";1;;;282;2;;3;163.04;73587;"23/01/2011";0;SP;CORONEL LEME DA FONSECA;CENTRO;JUNDIAÍ;"13201031"
487073772;"23/01/2011";1;;;169;2;;4;33.31;131458;"23/01/2011";0;SP;DONA JOANA DE GUSMAO;JD GUANABARA;CAMPINAS;"13073370"
487073773;"23/01/2011";1;;;106;2;;4;9.95;65722;"23/01/2011";1;SP;AVENIDA DOUTOR CÂNDIDO MOTTA FILHO;C S FRANCISCO;SÃO PAULO;"05351000"
487073777;"23/01/2011";1;;;31;2;;1;104.54;88347;"23/01/2011";1;SP;R DR TRAJANO DE B CAMARGO;CENTRO;LIMEIRA;"13480202"
487073780;"23/01/2011";1;;;23;2;;5;120.61;77574;"23/01/2011";1;SP;RUA HEITOR PENTEADO;SUMAREZINHO;SÃO PAULO;"05438300"
